id,wei,KV1,KV2,KV3,KV4,KV5,KV6,KV7,KV8,KV9,KV10,KV11,KV12,KV13,KV14,KV15,KV16,KV17,KV18,KV19,KV20,KV21,KV22,KV23,KV24,KV25,KV26,KV27,KV28,KV29,KV30,KV31,KV32,KV33,KV34,KV35,KV36,KV37,KV38,KV39,KV40,KV41,KV42,KV43,KV44,KV45,KV46,KV47,KV48,KV49,KV50,KV51,KV52,none
1466,1,1.82744303,2.40043871,1.40686759,1.72096629,0.71582348,1.10620498,1.74180171,1.98889517,1.52667992,0.4205797,0.9867967,0.82971401,0.95868637,1.89244015,0.98984358,1.383563,1.05122223,2.49721969,1.8109391,1.40990012,1.60042912,2.52866792,2.04966268,1.61787274,1.55662175,1.0151569,1.2925488,0.50485393,1.25775323,1.03454173,1.29893221,1.37115218,1.2635892,1.40365998,1.36112078,1.26804976,1.50456813,2.08435207,1.33831792,1.49769594,1.00892554,1.46072564,1.60153206,0.86744365,0.9809472,1.76432739,2.39136787,1.64536735,0.74550326,0.90403438,0.78293149,0,0
1474,1,2.7785791,3.70998479,3.33679615,4.12146974,2.99694695,3.69450616,4.44989828,4.06952036,4.3872241,1.99335319,3.42738175,2.5608755,3.44500445,3.5538837,4.39085171,3.92025676,3.16489888,3.41711859,3.54400062,2.9789138,2.96997796,3.08178605,4.060969,3.39484863,3.24364268,2.83107187,3.78970033,0.89002429,2.93875344,3.92308343,4.32080952,4.82140846,3.90497215,3.5884349,4.61626586,3.82982259,3.85406151,4.39560504,4.19283511,3.38705243,4.11232609,4.50865513,3.64025382,3.48775043,3.28376706,4.55858024,4.19215799,4.40460715,2.92715096,3.5440176,2.4544576,0,0
1479,1,1.66385529,2.70262913,1.41631197,2.12646034,1.10911404,1.23037959,2.21348889,2.50423277,1.72472092,-0.03723313,1.12476939,0.33512952,1.73973827,1.98979728,1.98276691,2.38787776,2.00240848,1.77815219,1.79826761,0.46371673,1.23514175,2.2217997,1.97548008,1.43538328,1.11870179,1.61017349,1.85058837,0.30347047,1.33570589,2.61818986,2.47255821,2.63446395,2.04056296,2.24271237,2.75866194,2.2671606,2.59256243,1.97849687,2.12560689,0.96733326,3.12053855,2.09076192,2.79012372,2.56661989,2.57945702,2.77292583,2.66200029,2.5620516,1.75850182,2.15151931,1.6265895,0,0
1481,1,1.60777906,2.608818,1.38896643,1.87577343,-0.0630174,0.51085899,2.01810812,2.15907625,1.87096613,-0.14902535,0.6034743,-0.47692328,0.39647288,2.53035128,1.56232761,3.55186935,1.60815696,3.88007245,3.40754047,2.23511552,3.53126258,3.68862922,3.79318211,2.08068565,2.2683084,2.56515605,2.08504803,0.08326699,1.5735879,0.46867252,1.92757165,2.33914688,1.54457369,1.9249519,2.67751633,3.43304616,1.74685764,3.23297567,3.04552925,1.65038839,1.91281162,3.45152651,3.30200929,3.52231927,2.45374998,3.95271957,2.34986448,2.49295453,2.48322108,1.60870335,-0.39181809,0,0
1486,1,2.59791372,3.40332337,3.35857051,3.08775499,1.96335062,2.48551463,3.07281303,3.10727043,3.56124134,1.2652406,2.37691048,1.50764768,2.50215976,2.82351784,2.97214467,3.26555611,2.84098828,2.79770114,2.82823518,2.32651919,2.90253116,3.21123451,4.19757146,2.93714305,2.66932702,2.89254591,3.43403447,0.39114655,2.4196875,2.34292149,2.82300303,3.14166433,2.88167113,3.13695115,3.65998537,3.5543773,2.64849972,3.75865514,4.01399935,3.13133245,3.04049037,4.08611795,3.38910236,3.69275225,2.71772296,4.08151599,2.9200863,3.60556857,2.73464783,2.43420802,1.11031688,0,0
1487,1,1.31643435,1.49404659,0.75795951,1.97838848,0.47970383,0.43881551,2.11374377,1.8128368,0.79877082,-0.30968226,0.74480236,0.5382044,1.14480217,1.35217552,1.11557936,1.93371251,0.07906934,2.00492203,2.07969776,0.83543329,1.15971727,1.4488244,0.79374746,0.0623921,1.40515478,0.34049233,-0.00437421,0.69806673,0.4858626,2.01735581,3.05653616,2.47391229,1.41165569,0.96998303,2.30493654,1.19829718,2.89686423,0.82376178,0.34236247,1.02396375,1.44535139,1.06097107,0.58194566,1.46222731,1.38059049,1.20820457,2.06049912,1.70687846,1.20857114,0.70216668,0.03585784,0,0
1492,1,2.01691383,2.14243609,2.05731827,1.73535898,1.38485669,2.02466989,2.01603467,2.35790654,2.45931946,0.62761065,1.40249064,1.03830435,0.93048046,2.13096489,2.56809773,2.2507201,1.85848771,2.21040913,2.30489127,1.1610357,0.76872069,2.89469572,2.27229418,1.55373557,1.16803851,1.68087634,2.11048673,-0.22620944,1.74682266,1.75166917,1.15961585,1.77722249,2.01471832,2.05102147,1.97558151,2.41695741,2.1582929,3.14410024,2.41552738,1.80322324,1.49439159,2.29232323,2.04197031,2.22699966,1.70520024,2.40589253,1.78485241,2.01670791,1.81018649,1.24573765,1.24539086,0,0
1510,1,0.45459662,0.66895142,0.41118814,0.85876706,0.73330565,0.85104412,1.12083505,1.10657648,0.47142161,0.16878846,0.84265893,1.07606943,1.11257484,0.25411287,1.33026931,1.11731293,-0.24422832,0.17692664,0.22559552,-0.52236955,-0.32848566,0.98893365,0.42249639,0.23597986,-0.31137886,0.55311356,0.43726317,0.82040161,0.27718031,0.89955289,-0.02499211,1.08873841,0.8144838,1.00493902,0.75330947,0.50853466,1.40398039,0.12641214,1.06966961,0.78444754,0.24246683,0.88751257,0.29079089,-0.03706978,0.33969577,0.66739341,0.12824986,0.2590447,-0.44167026,0.45926138,1.5939093,0,0
1518,1,4.19455825,4.05180197,4.52823574,4.82307997,5.11253878,6.15075099,5.5339831,4.84775528,6.10368675,3.96514856,5.70372282,5.51651401,5.61939147,3.58503386,5.53718275,4.41000647,4.18085659,3.51072793,3.526238,3.36185356,3.11794415,3.20797532,4.845195,4.50288505,4.67229522,3.71914588,4.48603569,2.8643468,4.13196748,5.09233144,6.24160583,5.71840194,5.17655571,4.38587868,4.82984496,4.53718043,4.70870106,5.25971651,4.79675802,4.59113316,4.31591891,5.44241363,4.17682496,3.70514688,4.07959081,4.77968731,4.6695434,4.97334533,3.67921046,4.29439458,5.02938405,0,0
1523,1,1.64452148,1.55816554,1.32221455,2.40676045,1.50194397,0.89812821,2.76393944,1.95311545,1.57326424,0.53758498,1.19739083,1.64070724,1.62318181,1.44407317,1.1036375,1.37042962,0.36251763,0.48262176,-0.04803159,0.14350801,-0.60854708,1.38419906,0.68139834,0.732409,0.54897286,0.81998872,0.4402745,1.49559989,1.46929839,1.989612,2.31614201,2.04317949,1.90441887,1.35652743,1.97961941,1.15012371,2.45568192,1.37843611,0.96609203,1.33299676,1.05020093,0.89738673,0.64027601,0.82243087,1.00423169,1.30774451,2.17362592,1.34007591,1.46494651,1.21176426,1.78412517,0,0
1532,1,-2.28686436,-1.5574975,-3.48164036,-2.14940483,-4.59313639,-4.81451974,-2.18304752,-2.00666107,-4.58659115,-4.60268269,-4.61723972,-4.0141676,-4.15782873,-1.84367995,-3.67094322,-2.22159311,-4.05307654,-2.99928979,-3.13642427,-3.92895457,-3.72824591,-0.77308639,-3.44953123,-3.78130028,-4.76507828,-2.55583884,-3.73634426,-1.38843065,-3.24341295,-2.74162617,-3.43274492,-2.45203,-2.90157604,-2.366944,-1.27502536,-3.16166251,-1.4968651,-4.2754759,-3.14996511,-3.56612961,-2.84661695,-3.65218638,-2.21271962,-2.24993505,-2.27195617,-2.6168688,-2.32286367,-2.99815852,-2.91211467,-2.56982349,-3.41253592,0,0
1558,1,1.7414769,3.12765546,2.50070065,2.23871051,1.7518691,2.74613855,3.51591334,2.81458741,3.38861458,0.95189851,2.26946019,1.20005348,2.02348349,2.70001901,2.73126431,3.33316281,2.48762754,3.18184277,3.17342029,1.92957428,2.05008174,3.21135664,3.87866441,2.87885795,2.40197725,2.53836397,2.6036684,0.00730567,1.93580092,2.30521624,3.3602765,3.58534493,3.32083545,2.74788595,3.22178141,4.48918728,2.77285001,4.20949259,4.38137358,2.9725698,2.96112822,4.15823906,4.67658214,3.79388972,2.07273932,4.41272024,2.81852775,3.27107137,2.33699467,2.72236297,0.90014109,0,0
1563,1,2.68520143,4.27744142,3.62373341,4.15768029,3.17980277,3.23158029,4.89982639,4.25208637,4.60470275,1.92784717,3.50962545,2.52640385,3.62287614,3.03981485,3.45554993,4.42015541,3.32850695,3.03782855,2.69318875,2.21083656,2.13441991,3.0756216,3.66226024,3.25838257,3.44068842,2.83077917,3.11613957,2.02273019,3.14419001,3.96991528,5.52261715,5.09216202,4.31317966,3.77679079,5.17525594,4.63308492,5.04709835,4.06984092,4.30078735,4.07658555,4.39606583,5.05348408,4.50361853,3.89140414,3.46257831,4.60052688,4.54770267,4.96930528,4.41063415,3.76154306,2.45893574,0,0
1565,1,2.79448052,3.87801315,3.22227695,3.50272772,2.83499552,3.05986234,4.70574786,3.89497204,3.88585528,1.81976065,3.29069586,1.99601861,3.1245977,3.92812101,3.7745951,5.30518933,3.23019324,4.10378122,4.48646237,2.92543286,3.50337736,3.51791213,4.69957328,4.21937824,3.81408263,3.34937353,3.43427332,1.51722568,3.19222109,4.53192062,5.46027158,5.37541228,4.24012356,3.63458797,4.89952761,5.34235248,4.55784355,4.30512176,4.32917746,3.63838696,5.28634807,5.2032843,5.00075746,5.392469,4.68627263,5.43191846,4.45863505,5.05921004,3.99161197,4.09979588,2.09813268,0,0
1567,1,2.31702018,2.31700212,1.56930038,2.25923347,1.65089548,1.97311607,3.00608694,2.78050566,2.53477565,1.03081355,1.94171901,1.62791711,1.90547357,2.50390073,2.17527125,2.51539127,1.54442574,2.03650876,2.12719851,2.08001724,1.18618634,2.26759502,2.6073958,1.86486863,1.70120562,1.8896857,1.95052628,1.17813824,2.27583589,2.16503034,2.73506318,2.64698126,2.4232027,2.21642822,2.68552617,2.36081979,2.40884163,2.29842898,2.34410723,2.29666502,2.35993394,2.31447356,2.51802694,2.12037913,2.10424895,2.78798831,3.12591429,3.00705517,1.85016004,2.4305243,1.58160509,0,0
1569,1,1.51118841,2.76723828,1.66272625,3.43495888,1.61745483,1.63270482,3.93164472,2.87759242,2.42710924,0.56861484,2.05070031,0.96568326,2.41997861,2.59749902,2.17560029,3.20042852,1.29039974,2.70378679,2.81688943,2.13558145,2.19779308,2.43735659,2.52633676,2.14092511,2.093819,1.98957769,1.71922478,1.57052529,2.02511368,3.8873999,5.27258164,4.48097681,2.92946257,2.54733737,4.31197796,3.85540818,4.09881195,2.65219424,2.82500229,2.22147696,4.11019668,3.62368297,3.56255599,3.91520777,3.05395545,4.31580347,4.12013828,4.24008374,2.57827419,3.34722401,1.24745711,0,0
1570,1,2.32571682,2.98467502,2.0134668,2.711798,1.0941743,1.54435563,3.0476171,2.70058457,2.70030388,0.61578153,1.60582987,0.86443923,1.20842333,2.62411692,2.15249875,3.29811469,1.96580268,3.27186301,3.58041649,2.01735903,2.5138733,3.30776723,4.06008262,2.26963539,2.68218123,2.56601007,2.43687046,0.74594952,1.91498886,2.23815754,3.65216641,3.30337426,2.50863687,2.32850171,3.03059997,3.56376353,2.69369653,3.55069834,3.50816821,2.11327867,2.7080628,3.91929193,3.69513328,3.725889,2.60156582,3.92409687,2.9324836,3.08225091,2.59818882,2.27321064,0.75231757,0,0
1575,1,0.88457723,2.53440041,1.89710058,2.16348382,1.04515312,1.32505738,2.92546745,2.37793216,2.6207327,0.25086524,1.48682201,0.66389749,0.83873431,2.27688305,2.39033559,3.15531171,1.82442662,2.19965089,2.10841207,1.2017674,1.32262253,2.5318754,2.99728652,2.01975051,1.78851592,2.02616485,2.19475921,-0.22439416,1.62956818,2.28113281,2.6621005,2.70794381,3.0605637,2.17646193,3.05930811,3.39916278,2.33486242,2.9519124,3.97020875,2.48442194,2.23592344,3.34106605,3.60976525,3.01417277,1.98080669,3.70255081,1.97224735,2.45497737,1.1661825,1.75416178,0.74832863,0,0
1576,1,1.21394665,2.17633382,1.47395836,1.91754751,0.93729182,1.28164559,2.37385252,2.47900123,1.54900966,0.44436643,1.50516464,0.6722145,1.47000941,2.24103685,1.96930232,2.21432199,1.27755437,3.71031065,3.67180183,2.1105666,2.91538161,2.29944982,2.71013765,1.93459951,2.04253007,1.81218375,1.53991402,0.63360314,0.76812,1.83854829,2.40765807,2.86662992,1.63679069,2.07786804,2.25004358,2.46710063,2.61285331,1.99450992,2.17852309,1.54730356,2.92773469,2.61671266,2.60312618,2.56757532,1.95322853,2.42109163,2.75023752,2.55588275,1.7849805,2.02940167,0.43573187,0,0
1587,1,0.60842662,1.34594384,-0.11124466,0.87855091,-0.59050111,-0.19495668,1.09991204,1.29652943,0.27635276,-0.97326744,0.03029952,-0.53731505,-0.02931623,1.00456968,0.53590679,1.50207789,0.18912114,1.46064702,1.9597937,0.77705901,1.83892263,1.5855208,1.52531935,0.44844571,0.0834302,0.42996375,0.54359371,-0.18872312,0.8032032,1.41039073,0.97786511,1.41487644,0.14440035,0.41403791,1.46647676,1.97362565,1.5460053,1.17318862,1.48017872,0.32978967,1.03433584,1.86782981,1.38222691,1.69630753,1.20203757,1.14863216,1.3082975,1.02910537,0.96499948,0.05913646,-0.50045088,0,0
1588,1,1.85774351,2.05675816,1.28833514,1.36566282,0.87586071,1.86039502,1.23135442,2.19550465,2.33322053,0.7191376,1.03636092,0.9584596,0.72170796,2.26378108,1.92231761,1.08354014,1.61334734,2.43703715,2.61719151,1.87496972,1.95730274,2.97303636,3.27911966,1.61320302,1.65891808,2.29376509,2.40783856,-0.13221166,1.32026776,0.25313682,0.10065911,0.90787294,1.23871877,1.73576903,0.82912693,1.69222493,0.62716461,3.0702775,2.81954146,1.37676199,0.0871814,2.20284725,1.83486216,1.35429424,1.38982076,2.17612097,0.86232932,0.67299934,0.42760939,0.0567484,1.03426587,0,0
1589,1,3.63092208,3.73448896,4.45707143,3.50642852,5.41506809,6.12617005,4.37498587,4.07991666,7.05069484,4.27923196,5.74635614,5.46501819,4.40053776,3.39346529,4.92286241,4.25468275,4.58817505,3.4108251,3.41807185,3.53424535,2.73375972,4.09923732,4.9636074,4.4040244,4.25881379,3.9841824,5.21253981,1.93345218,4.34550849,3.65792547,4.37901275,4.19238195,4.73761044,4.1667985,3.49015526,4.83579469,3.40654629,6.2143078,5.69758236,5.4118243,3.09098764,5.02128412,4.27789804,2.99432329,3.22862964,4.71505454,3.0817032,3.44265176,3.39092091,3.26771358,4.60464596,0,0
1594,1,3.25161478,3.01214517,3.08571868,3.09992004,3.72097653,4.44754221,3.43415356,3.7147481,4.41220211,2.79857086,3.84740338,3.62581702,3.90217751,2.95193346,4.18612386,3.66301627,3.50547891,3.02741942,3.16458094,2.73888338,2.75807047,2.77553762,3.95279332,3.10412604,3.58444552,3.42714177,3.65295824,1.58115515,2.44082753,3.47239424,3.33077074,3.41528827,3.42734454,3.15413347,3.02707023,3.60511434,3.08871753,4.11623671,4.14028529,3.41650601,2.87744819,3.58614162,3.56520594,2.92965478,3.10224079,3.71633765,2.93340235,2.9347331,2.60901833,3.0884065,3.19402956,0,0
1603,1,2.42953074,3.73868365,3.25392237,3.28256524,2.94456521,3.42728053,4.38231888,4.48285128,4.73966801,1.61209652,3.07076526,2.16497483,3.01622338,3.12356673,3.53797411,4.63231292,3.56445129,2.57228912,2.53806571,1.77851957,1.15736231,3.19777841,3.88925258,3.25182374,2.92556709,2.74132724,3.36033725,1.09456434,3.10207845,3.39187567,4.09003431,4.3923674,4.15461364,3.88595696,4.43133448,4.82815238,3.84385356,4.89474116,4.65598274,3.60462626,3.49612782,4.97172649,4.30562835,4.08309832,2.73870057,5.41534698,3.35328381,3.99173112,2.98791997,3.19826214,2.32152457,0,0
1609,1,3.4034199,3.38007957,3.65489203,4.02710602,4.20676411,4.54095585,4.8751337,3.8948346,4.37388282,3.06190747,5.09356182,3.91628625,5.22358133,2.91221198,3.81916174,3.50137817,3.14155203,2.74536417,2.72135587,2.47762167,2.16651959,2.87753622,3.56207501,3.35328176,3.13666949,3.03714837,3.23746545,4.1269265,3.61303329,4.81529173,5.56293513,5.08970593,4.72565327,3.67931178,3.9889413,4.36305949,4.3660207,3.7332232,3.64865641,3.99390411,3.79275413,4.27221893,3.92565096,3.21834152,3.1160874,4.42913977,4.3691947,4.83673016,3.05114949,4.13385836,3.88998636,0,0
1610,1,2.25165121,3.07634872,2.32038504,2.29863825,1.08056277,1.29815044,2.73809201,2.79147163,2.19069938,0.13762696,1.51895108,0.70202092,1.57127124,2.80261509,2.48436566,2.81202276,2.07893461,2.6277789,2.5922885,1.72817239,2.55900756,3.34985239,3.02811989,1.97130908,2.27172474,1.43271533,2.01648458,0.10664272,1.63753547,2.12743965,3.07070449,3.19116645,2.33305203,2.52966025,3.28197084,2.56007767,3.34196349,2.64387059,2.48635718,1.85531945,2.88280603,3.10872155,2.6903065,3.26539721,2.27695101,3.36401841,3.00806612,2.88388359,2.19731589,2.15279374,0.62536049,0,0
1618,1,1.50770833,2.87603591,1.14478065,2.14384426,-0.80607187,-0.37969131,2.6469382,2.51727522,0.49656254,-0.91240947,-0.10194706,-1.32696458,0.66170654,2.90052101,1.35454691,2.74645211,1.20401901,3.86210289,4.39265996,2.29749448,4.11947538,3.66084885,3.38229665,1.79754128,2.16882113,2.11634451,1.51564947,0.16001212,1.2247584,1.95056489,3.08677738,3.19866961,1.46876898,1.98376223,3.0065109,3.52965394,2.55137792,2.75004704,2.57614487,0.99406035,4.20625651,3.1940252,3.54225366,4.73067532,3.13864249,3.45991043,4.07214808,3.35871972,2.60264112,2.64664349,-0.87099111,0,0
1629,1,0.92594379,2.0959109,1.32457133,1.4521944,1.07794738,0.45890838,2.1356296,1.92429169,2.38005501,-0.03189157,1.35953034,0.1289345,0.63591703,1.23488779,1.34364483,2.90579443,1.33356766,1.02111211,0.71197214,0.87492456,0.36595175,1.93984263,1.51570504,0.88311483,0.91187982,1.09074821,1.47760517,-0.4377101,1.19650898,2.07124387,2.08197581,1.89236938,2.00046407,1.38031388,2.12082874,2.10793483,1.89928257,2.31109931,2.68011034,1.90739749,1.13550681,2.22310679,2.44968883,1.67853121,1.16193762,2.92199039,1.18631743,1.45583626,1.08109505,0.45262197,0.02829218,0,0
1644,1,3.41109144,3.74397924,4.04810225,3.83957997,4.70919399,5.34536884,4.77506726,4.54836051,5.40065243,3.49878949,4.92461799,4.94243702,4.92553052,3.17603265,4.69085329,4.06708076,3.6182092,4.01109897,3.75717213,3.30515523,3.03948034,2.98263472,3.99106218,3.70764005,4.49865707,3.34520679,3.62499282,2.29539443,3.360072,4.60846062,4.84513204,4.88183801,4.50120211,4.05014035,4.37592691,4.44150986,4.57213979,4.5702853,3.98802829,4.41770279,4.14411117,4.37789677,3.62434286,3.97872528,3.36615737,3.97515919,4.03406113,4.49994246,3.26513259,3.91147521,4.28708871,0,0
1661,1,2.61415396,3.58315091,3.33962118,3.87682097,3.12455561,3.70165007,4.93403363,4.06061961,4.64896601,1.66871031,3.89878201,2.49523046,3.910051,3.1487962,3.83554734,4.56583734,3.3013198,3.13466476,3.56890083,2.49773159,2.47919169,3.19531898,4.47490855,3.4261471,3.45139521,3.09197399,3.4309219,1.58203364,3.37438986,4.30299692,5.39150897,5.23660179,4.19031989,3.59551042,4.72241659,5.23032288,4.6673499,4.79337829,4.8469319,3.79399841,4.46525537,5.69332781,4.69053216,4.69317294,3.28659499,5.17034202,4.62460374,4.4975932,3.33424472,3.73371727,2.55438749,0,0
1664,1,2.30336061,3.39265228,2.72529666,3.2234115,2.14641327,2.50419219,4.05831306,3.55844311,3.31783659,1.40601023,2.5291577,1.79036,2.61842499,2.87369012,2.52663623,3.31898353,2.4478651,2.41031299,2.53998447,1.93451225,1.99844526,3.38778451,3.60283975,2.87980858,2.59773784,2.99411911,2.67821357,2.8341725,2.97033945,3.22549966,4.33476842,4.35666621,3.3334796,3.30895254,4.48328537,4.03959653,3.54100554,3.87409884,3.8984087,3.24009644,3.53793918,4.36087688,4.17583907,3.9423146,2.93447308,4.81559238,3.88378194,4.10257393,3.29621637,3.4720984,1.86901277,0,0
1666,1,1.02290568,1.49531621,0.89446986,1.96666514,0.31823992,0.16903814,2.61004672,2.38258254,1.72747399,-0.5396105,1.24528516,0.37170435,1.41330814,1.33052843,1.24879569,1.64962862,0.86254831,1.23811814,1.26595495,0.39419304,0.41863842,1.72682647,1.10129927,0.86955017,0.98988968,0.98467402,0.35948321,1.10459485,0.88190223,2.70803733,3.40862215,3.32895522,2.13062677,1.67553675,3.42669782,3.00641,3.70308309,1.35214575,1.54453758,1.99849952,2.10037223,2.31244493,2.13049708,2.51617678,1.53544139,2.49338431,2.60013497,2.53872008,1.14134436,1.23195797,0.56575554,0,0
1667,1,3.21777692,2.95704688,2.93870299,3.33261298,3.88978629,4.3594883,4.11351256,4.21014789,3.94836652,3.02919679,4.03101169,3.77240256,4.41017302,3.07310904,3.42858892,2.9884179,3.00264066,1.77364775,2.28941876,2.08457606,1.74161312,2.35933334,2.8178649,2.94798916,2.80217145,2.69711243,2.94682076,2.46408486,3.39829347,4.52748107,4.24274796,4.39628903,3.54757601,3.06053515,3.34075239,3.42386854,3.79167256,3.25466347,3.11182115,3.50311801,3.41420395,3.54850521,2.94000646,2.48257883,2.73907306,3.05279824,3.53917865,3.36732236,2.39502256,3.08001287,3.73323325,0,0
1687,1,1.50534614,2.83349985,1.13551252,2.01048351,0.4561327,0.48809191,2.87419281,2.61116545,1.99474171,-0.25165747,0.83529254,-0.22975303,0.73211482,2.38655084,1.68747385,3.05968477,1.43695449,2.76299358,2.4322017,1.58503833,2.33903491,2.77113568,2.98321189,1.85561818,1.63868564,1.66706931,1.86598613,-0.1304467,1.93701505,1.41567293,2.43510822,2.5545765,1.53427373,1.89837225,2.70387827,2.87377551,2.27904037,2.706724,2.67742254,2.16572257,2.1783773,3.20975307,2.97673293,2.59029572,2.34971045,3.79758157,2.79825778,2.91060275,2.20201654,1.76884867,0.18918088,0,0
1693,1,0.68819636,2.15914588,0.77797772,1.69391314,-0.70753449,-1.06499592,2.47017275,1.90052619,0.35991594,-1.45791225,0.01635995,-0.7905846,0.55467531,1.45029201,0.69003009,2.29814738,0.02051819,0.91608559,0.96545439,-0.63356072,-0.30797994,1.64627802,1.02632527,0.22284289,0.21731318,0.62496909,0.3389231,0.48937384,0.46928658,2.86601182,3.02479152,3.22473287,1.69449322,1.57400869,3.43883393,2.39037503,3.40466861,0.87681619,1.14490658,0.69718713,2.90081338,1.82323759,2.71329344,3.31235908,1.81110394,2.76626917,2.81417568,2.72034154,1.30499978,1.97710186,-0.71656289,0,0
1705,1,2.49767313,3.96044378,3.26240576,3.24495084,1.9989833,2.30859129,4.62186179,3.42339073,3.48828527,1.14549246,2.41745528,1.37404975,2.5308229,3.28518949,3.20543885,4.22377313,2.82940749,3.26358696,3.29084459,2.1497012,2.60348927,3.39453763,4.21402,3.08848607,2.81573232,2.72158839,3.00361429,1.04604687,2.83519087,3.02698857,4.39853457,4.08164316,3.41902939,3.56661202,4.51388829,4.57816491,3.92841219,4.35498357,3.86086871,3.07753768,4.27522942,4.56444065,4.47324336,4.49792187,3.74893626,5.26025362,4.21301687,4.9664206,3.79054407,3.53363803,1.39222553,0,0
1720,1,1.44965055,2.48034752,1.82534353,2.98286353,1.21477842,1.43742133,3.84697683,2.94666687,2.17835453,0.09466452,1.71679457,0.8173378,2.1571526,1.5494906,1.81095231,2.11787015,0.97811685,1.28645937,1.48677971,0.23874773,0.54826448,2.02802887,1.89074695,1.55185789,1.17959488,1.52520109,1.39886303,1.54293191,1.77696205,3.74487576,4.13349613,4.19768871,2.62927989,2.38415312,3.97349117,3.37246952,3.80586897,2.2907263,2.71915449,1.46373727,3.03127962,3.9485773,3.14330748,3.27786461,1.8471685,3.4439478,3.42113471,3.79420827,1.69875051,2.77878745,1.28109025,0,0
1722,1,2.24525298,3.24371425,2.68158895,3.31422394,2.09483231,2.34885495,3.9590685,3.29291469,3.03140964,1.16626649,2.39187213,1.43934515,2.64723359,3.2760908,2.79460831,3.56451665,2.89185429,3.6555107,3.82741799,2.53973992,2.8751436,2.93409584,3.55973178,2.70710913,3.15955453,2.54711114,2.53706978,1.17415775,2.32398397,3.42662123,4.36633168,4.08988233,3.28892598,2.90387494,3.87862698,4.26603299,4.32672197,3.73877468,3.77497794,3.02822452,3.91908479,4.09713452,3.64005683,4.06654222,3.25021961,4.12587405,4.02189893,4.14279548,3.33414685,3.08744378,1.62058172,0,0
1727,1,3.24937049,3.79978693,3.90210856,3.60055118,3.9253947,4.68903968,4.91598919,4.03933383,5.7746496,2.67802168,3.85492678,3.13410781,3.63409607,3.58174579,4.17310472,4.46086368,4.03543449,3.65104017,3.5810716,3.02332466,2.87101077,3.55370025,4.98501875,3.77596357,3.84248686,3.61481196,4.36303085,0.7027742,3.55698116,3.32657695,4.36504628,4.1569447,4.3716186,3.87325477,3.92579418,5.0117593,3.41029112,5.69923797,5.48946787,4.22622744,3.63073253,5.30867031,5.11647463,4.02752233,3.31826283,4.89307052,3.46917336,4.03187264,3.30642438,3.26531298,2.91896208,0,0
1730,1,1.26524706,3.20760121,2.39414867,2.36613081,0.82303926,1.09158738,3.22603934,2.8288877,2.33954041,-0.24566784,1.27434921,-0.0351365,1.24526552,2.94454241,2.12194757,3.27806887,2.4091576,3.23962771,3.43608253,1.69416297,2.31776359,3.22352383,3.48464919,2.1352826,2.240733,2.27378427,2.2499384,-0.33654434,1.80321594,2.27175059,3.37370304,3.41947846,2.55672935,2.74857218,3.56387353,3.84550315,2.61313279,3.64610145,3.76894489,1.61110957,3.09379488,3.7457761,4.3022579,3.92441684,2.76731342,4.19168421,2.87795786,3.82795827,3.29202271,2.25327165,-0.03416792,0,0
1739,1,0.9025136,2.0252791,0.74316198,1.62047675,-1.03189304,-0.85008009,2.08524568,1.75886619,0.51350879,-1.30215161,-0.17552726,-0.87739033,-0.06903501,1.88623877,0.63109259,0.90501651,0.01295531,1.24593685,1.50131825,0.31639527,0.97610135,2.31322896,1.42130005,0.67471,0.55830758,0.82850018,0.52042481,0.226536,0.94330188,1.55878785,2.67712002,2.86764063,1.78971315,1.24264769,2.65594789,1.54251928,2.11335488,1.59855482,1.80259042,0.51830923,1.72890494,1.32591004,2.02274379,2.22307257,1.2926766,2.19041544,2.86758488,2.25615697,0.40900108,1.28517352,-0.84453212,0,0
1742,1,2.62716758,2.72855818,2.25070381,3.25100183,2.705903,3.61797277,3.50379901,2.92000619,3.19389141,1.91821825,2.63039217,2.49080689,2.94239283,3.1307849,2.81399423,2.69087288,2.35372984,2.50290437,2.69121011,2.72101568,2.40755041,3.05944911,2.93549997,2.36100913,2.69824486,2.33216319,2.31299153,2.08435432,2.31305856,2.45705342,3.2497017,3.18510717,2.81956374,2.56898209,3.19531545,2.50201037,2.95469903,3.07845152,2.8631251,3.12095123,2.53869431,2.94503876,2.74356648,2.3505439,2.90229389,3.06588709,2.91674472,2.83877677,3.03691638,2.28961991,2.22818547,0,0
1744,1,3.29657495,4.108113,4.67368864,4.53535479,4.59197344,4.6799164,6.26591591,4.53966842,5.94169072,2.97186227,5.01287603,4.12732512,4.53133225,3.75131806,4.46915921,4.8171854,4.12875071,3.52410314,3.40671237,3.00692099,2.57437566,3.80530378,4.25476352,4.23029377,4.16793992,3.261764,3.75090756,2.28810098,4.18091742,5.44036141,7.00122911,6.27477507,5.71944028,4.40363968,5.84584999,5.96037929,5.46795624,6.1484936,5.40850868,4.69609262,5.29969205,5.37708977,5.41722513,4.74991016,3.80197002,5.86006752,5.14716574,5.64101059,4.03022636,5.13571836,3.42670901,0,0
